,x_ankle_l,y_ankle_l,error_ankle_l,x_ankle_r,y_ankle_r,error_ankle_r,x_knee_l,y_knee_l,error_knee_l,x_knee_r,y_knee_r,error_knee_r,x_hip_l,y_hip_l,error_hip_l,x_hip_r,y_hip_r,error_hip_r,x_wrist_l,y_wrist_l,error_wrist_l,x_wrist_r,y_wrist_r,error_wrist_r,x_elbow_l,y_elbow_l,error_elbow_l,x_elbow_r,y_elbow_r,error_elbow_r,x_shoulder_l,y_shoulder_l,error_shoulder_l,x_shoulder_r,y_shoulder_r,error_shoulder_r,x_chin,y_chin,error_chin,x_forehead,y_forehead,error_forehead,y0,y1,picture_name,is_right,pose
0,481.45115327835083,150.8216474056244,0.3566308319568634,396.8407259583473,206.6870608329773,0.7175476551055908,314.3050357103348,247.16970801353455,0.3242456316947937,331.1460307240486,290.1115400791168,0.3905085325241089,391.869562625885,346.50063478946686,0.9323585033416748,482.6850233078003,151.2518835067749,0.2923585772514343,212.07760389894247,402.26796102523804,0.8802345991134644,217.55257034301758,354.25330126285553,0.7570881247520447,222.20217967033386,306.3031244277954,0.5487576723098755,228.4720931649208,241.1008903980255,0.5252466201782227,215.8674385547638,355.15626925230026,0.3281242251396179,212.27318289875984,403.573044359684,0.7244871854782104,205.6047271490097,264.6636028289795,0.9757176637649536,149.95579969882965,262.184278011322,0.9518923759460449,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7184_Warrior_Wrong_Resized.Jpeg,0.0,4.0
1,214.0310308933258,114.1304702758789,0.40159910917282104,388.18740779161453,197.84415197372437,0.800234317779541,315.4708608388901,280.5477383136749,0.31143930554389954,322.9081873893738,268.04339718446136,0.5768646001815796,384.3721261024475,333.6050937175751,0.9550423622131348,211.5234768986702,113.89809560775757,0.4978623390197754,205.9853972196579,394.4226117134094,0.8947457671165466,209.67871594429016,343.6980621814728,0.7747054100036621,214.19678807258606,299.212525844574,0.6816459894180298,222.51591205596924,226.71036911010742,0.6360524892807007,206.74589371681213,346.3350545167923,0.5859686136245728,206.29792881011963,394.97012078762054,0.7903486490249634,195.65430155396461,255.07929062843323,0.9765805006027222,139.37863218784332,252.1585888415575,0.928357720375061,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7188_Warrior_Wrong_Resized.Jpeg,0.0,4.0
2,191.62862515449524,302.22277307510376,0.6065233945846558,193.2890031337738,299.25386422872543,0.7551008462905884,212.75223845243454,241.5977885723114,0.9155545234680176,246.26426911354065,242.053187251091,0.8397852182388306,281.649804353714,311.8682761192322,0.9709495306015015,286.36516308784485,392.6727628707886,0.9878358840942383,181.38004624843597,132.4897282719612,0.7452930808067322,204.96396207809448,140.7235376238823,0.6041240096092224,211.7467454969883,147.5555857717991,0.8199106454849243,254.8290901184082,146.011576294899,0.9264242649078369,286.7042303085327,139.04849010705948,0.9620110988616943,324.91646778583527,136.5609645843506,0.9794116020202637,231.38507080078125,134.90701603889465,0.9867956638336182,233.63793468475342,85.11079633235931,0.9948824644088745,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/19_Warrior_Right_Resized.Jpeg,1.0,4.0
3,462.60293555259705,197.36416256427765,0.6525596380233765,392.0136766433716,167.26448822021484,0.739370584487915,330.78080320358276,262.3642029762268,0.4157183766365051,339.9102017208934,258.80527687072754,0.6432383060455322,390.35653614997864,166.49107456207275,0.8443359136581421,462.02836203575134,198.29779863357544,0.6248072385787964,224.7724905014038,388.5429374575615,0.7399893403053284,221.25871205329895,331.88592222332954,0.8736095428466797,219.54914206266403,279.3507571220398,0.8757919073104858,221.59593641757965,222.41319799423218,0.8223403096199036,213.89812564849854,163.7083568572998,0.588201642036438,226.4529857635498,388.0743228793144,0.7050507068634033,198.67529582977295,244.37739700078964,0.9816296696662903,143.19865679740906,231.51295018196106,0.9472837448120117,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7169_Warrior_Wrong_Resized.Jpeg,0.0,4.0
4,465.43220472335815,192.57222199440002,0.5483723282814026,397.7778123617172,164.46319553256035,0.7356209754943848,331.3894395828247,243.31304842233658,0.36858171224594116,340.309435993433,242.82135915756226,0.5704801678657532,397.73632776737213,163.68988978862762,0.8155128359794617,465.70753955841064,328.95592975616455,0.579735279083252,220.26232960820198,372.00010697675316,0.9044631719589233,221.89409279823303,317.1813269853592,0.9561572074890137,225.98767733573914,269.8366137742996,0.8341109752655029,235.99897607963067,218.60697293281555,0.8268712759017944,224.88070821762085,151.71275663375854,0.8195136785507202,221.65168237686157,372.32944560050964,0.7876532077789307,209.03413558006287,230.97493290901184,0.9748241901397705,153.41784954071045,219.51335862278938,0.9805972576141357,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7165_Warrior_Wrong_Resized.Jpeg,0.0,4.0
5,202.7312432527542,364.32060739398,0.882017970085144,199.07631015777588,307.5370024442673,0.9454883337020874,259.7880400121212,284.8302720785141,0.8363181948661804,266.3945690393448,285.14708340168,0.8969576358795166,308.08043310791254,324.1685394346714,0.5861589908599854,363.9040919393301,369.3663191795349,0.5079104900360107,165.28688156604767,215.22950720787048,0.9184257984161377,202.0988174676895,215.12852144241333,0.9547048807144165,242.65587544441223,221.4966779947281,0.9202555418014526,278.0664231777191,220.2623345553875,0.9558771848678589,319.7945716381073,216.65948295593262,0.9652469754219055,364.78757709264755,214.98619675636292,0.957086443901062,259.9351090416312,219.70330822467804,0.9831269383430481,250.23997807502747,174.2898132801056,0.9158300757408142,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/15_Warrior_Right_Resized.Jpeg,1.0,4.0
6,123.76670353114605,405.73018968105316,0.9478392601013184,174.03807306289673,327.19145369529724,0.9184719920158386,208.11231756210327,265.32087659835815,0.7945027351379395,258.07202529907227,265.6294701099396,0.896141767501831,326.3111581802368,297.15472412109375,0.9662332534790039,344.89446783065796,377.8880307674408,0.9718227386474609,97.51523399353027,163.187604367733,0.9695596694946289,148.03692776709795,163.09259897470474,0.9702539443969727,202.39595782756805,158.5009355545044,0.9730591177940369,274.87298703193665,158.23587083816528,0.9537118673324585,320.650030374527,160.0366973876953,0.8377418518066406,359.2823841571808,152.79210019111633,0.8913305997848511,237.1979843378067,144.63852882385254,0.9948842525482178,238.12615132331848,88.41392087936401,0.9910086989402771,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/I_13_Warrior_Wrong_Resized.Jpeg,0.0,4.0
7,210.67388331890106,110.13550972938538,0.5009410381317139,387.634384483099,203.7727234661579,0.8640835285186768,321.1826660633087,268.54470896720886,0.37839275598526,324.82644575834274,267.13668316602707,0.5690091252326965,388.3467886149883,323.8352460414171,0.9525964260101318,461.27183270454407,320.2640850543976,0.6354916095733643,211.2037565112114,390.65884613990784,0.7569392919540405,212.29725816845894,338.8844550848007,0.7792054414749146,214.60429215431213,291.16022288799286,0.47185811400413513,218.12466871738434,224.31778407096863,0.5513231754302979,214.0385823249817,167.733868598938,0.2698025703430176,212.73201310634613,391.09340953826904,0.7439467906951904,193.94914770126343,249.57872819900513,0.9674923419952393,138.8619945049286,248.6392467021942,0.9732465744018555,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7192_Warrior_Wrong_Resized.Jpeg,0.0,4.0
8,136.32068634033203,366.3845384120941,0.9255186915397644,185.69842910766602,323.15225481987,0.9377330541610718,224.5446834564209,260.4260320365429,0.8758063316345215,270.0503525733948,260.2611289024353,0.9159345626831055,349.2824591398239,314.10178887844086,0.9850159883499146,352.48410081863403,396.59407007694244,0.9843292236328125,115.8425008803606,142.42381048202515,0.986923336982727,157.30718684196472,148.83270829916,0.9836496114730835,206.2934012413025,156.26578027009964,0.960649847984314,277.2551363706589,152.79944157600403,0.9787664413452148,328.25325322151184,141.39644730091095,0.9827231168746948,382.9145555496216,141.9226816892624,0.976498007774353,240.38054013252258,141.34043562412262,0.9942598938941956,240.85201406478882,85.66297197341919,0.9932914972305298,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/20_Warrior_Right_Resized.Jpeg,1.0,4.0
9,218.51010262966156,119.64327621459961,0.43399739265441895,391.482547044754,219.37931144237518,0.8159033060073853,317.64791095256805,282.6303162574768,0.32317349314689636,331.7474107146263,281.4041197299957,0.5404941439628601,393.2292146682739,332.4159916341305,0.9227261543273926,467.0984717011452,335.81515645980835,0.6833431720733643,207.18113255500793,409.0490913391113,0.3095799684524536,209.99916577339172,354.6910026073456,0.16241642832756042,205.15067756175995,265.98828125,0.2904111444950104,213.52836167812347,241.00741052627563,0.4282849431037903,218.44111227989197,180.0959987640381,0.16728293895721436,209.53575801849365,408.8371970653534,0.19101101160049438,191.30994725227356,260.4294102489948,0.9495079517364502,135.1037151813507,260.54826271533966,0.9128125905990601,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7207_Warrior_Wrong_Resized.Jpeg,0.0,4.0
10,475.06477576494217,176.05506896972656,0.735120415687561,157.5510367155075,128.63470244407654,0.902846097946167,299.18958806991577,250.23928570747375,0.3897261619567871,298.3834480047226,244.99449986219406,0.27110475301742554,155.18661004304886,354.3309999704361,0.6899819374084473,470.6777021884918,175.61190533638,0.5008074641227722,150.93754363059998,424.3687126636505,0.46300894021987915,171.09465384483337,189.0328620672226,0.12412941455841064,157.77992343902588,279.05979657173157,0.6040133237838745,148.87773990631104,227.42699718475342,0.5152795314788818,167.10703301429749,188.20670089125633,0.15560275316238403,153.51569247245789,425.0125982761383,0.3938088119029999,125.85345757007599,246.1089129447937,0.9093670845031738,59.13778245449066,255.60922813415527,0.958310604095459,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7371_Warrior_Wrong_Resized.Jpeg,0.0,4.0
11,192.34675002098083,417.2873249053955,0.9721670150756836,184.06248903274536,350.70300126075745,0.9746700525283813,232.61033010482788,303.85978412628174,0.9251953363418579,265.45183205604553,306.05923533439636,0.8786505460739136,296.17265939712524,367.55353808403015,0.9632114768028259,322.7682571411133,413.5706638097763,0.9539621472358704,123.77867494523525,210.99992835521698,0.9797106981277466,174.18557929992676,220.07225205004215,0.9745327234268188,220.25990411639214,217.69889450073242,0.9861792922019958,281.9653534889221,220.3500209748745,0.9875338077545166,318.41775846481323,233.64320635795593,0.9515495300292969,364.6796704530716,233.8438880443573,0.9950258135795593,249.17084336280823,209.51123428344727,0.9959417581558228,248.11257600784302,159.50916719436646,0.9859106540679932,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/41_Warrior_Wrong_Resized.Jpeg,0.0,4.0
12,464.43406200408936,184.50036644935608,0.8028305172920227,140.2875026166439,139.19987452030182,0.9327143430709839,278.1234896183014,266.7154027223587,0.2534887492656708,297.2244391441345,274.61869645118713,0.21324867010116577,378.13123977184296,148.0742433220148,0.5605060458183289,466.805911898613,185.71296977996826,0.5999638438224792,161.3256163597107,438.6176052093506,0.6037486791610718,159.78321838378906,373.849658370018,0.4145011901855469,127.83231258392334,266.4499616622925,0.5221843123435974,140.98228281736374,243.38395202159882,0.7190067172050476,159.54623126983643,373.8348317146301,0.32206955552101135,162.08752369880676,438.08944821357727,0.8354039788246155,113.03599262237549,249.62884998321533,0.9083378314971924,55.287524938583374,239.4497890472412,0.9022789001464844,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7348_Warrior_Wrong_Resized.Jpeg,0.0,4.0
13,245.96112263202667,370.2816444635391,0.5956387519836426,293.96983909606934,314.6944417953491,0.951163649559021,334.51019954681396,259.8592110723257,0.5284634828567505,362.49555242061615,263.7655987739563,0.876748263835907,420.6660900115967,306.7996815443039,0.9530705809593201,404.70429623126984,372.9421674013138,0.9708560705184937,434.6301226615906,123.80431339144707,0.7427669763565063,390.6198754310608,152.43130373954773,0.8585995435714722,357.0348926782608,180.5264070034027,0.9748659729957581,315.6622171700001,193.67066168785095,0.9682056903839111,271.1451675891876,208.31296396255493,0.8615008592605591,227.06432408094406,220.5933793783188,0.8373108506202698,335.22238755226135,182.5475709438324,0.9837678074836731,323.15928941965103,134.04030895233154,0.9798760414123535,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_20190513_193551_Warrior_Wrong_Resized.Jpeg,0.0,4.0
14,210.86964690685272,404.695985019207,0.9895203113555908,206.52594780921936,326.3925528526306,0.9755969047546387,262.84473872184753,261.0601855516434,0.9083857536315918,313.0826177597046,260.7261954545975,0.8397300243377686,338.9435762166977,336.45097398757935,0.9588724970817566,382.91348218917847,402.7703927755356,0.9767842292785645,144.77183628082275,162.08520197868347,0.9879559278488159,193.8833577632904,160.9544539451599,0.9822522401809692,246.58895468711853,162.63833439350128,0.9579784274101257,323.4859111905098,161.54459476470947,0.9709972739219666,378.245441198349,161.6781780719757,0.9713743925094604,432.9925720691681,164.58851426839828,0.9720112085342407,283.50864720344543,137.15945410728455,0.9961324334144592,282.8557640314102,82.38694453239441,0.9967641830444336,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7692_Warrior_Right_Resized.Jpeg,1.0,4.0
15,460.1361398100853,184.63703870773315,0.7912220358848572,134.49048614501953,143.81689548492432,0.8442689180374146,284.85861444473267,281.84382724761963,0.476593017578125,298.2108646631241,275.98049104213715,0.32502037286758423,374.5339741706848,151.61502504348755,0.7907350063323975,459.9456437304616,185.35642099380493,0.7207254767417908,147.27964866161346,444.04301768541336,0.7836506366729736,146.74439811706543,377.41282868385315,0.3869803547859192,111.10513496398926,264.0663962364197,0.48962727189064026,131.90849454700947,244.28456935286522,0.5732431411743164,152.85096740722656,204.1995017081499,0.5301991701126099,148.5807527899742,444.6261419057846,0.5060235857963562,108.92201858758926,252.2574307322502,0.8385911583900452,48.9933500289917,239.47963523864746,0.8832042217254639,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7344_Warrior_Wrong_Resized.Jpeg,0.0,4.0
16,195.1257427930832,128.8310031890869,0.5371981859207153,369.992830991745,223.26885867118835,0.7107692360877991,246.4632740020752,244.90192288160324,0.045722246170043945,243.99370292853564,243.54923903942108,0.050010353326797485,374.3653817176819,322.77458453178406,0.5689548850059509,475.33038955926895,353.1774308681488,0.5942679643630981,215.5557508468628,398.603622674942,0.8356512784957886,198.33303999900818,349.08108472824097,0.510928750038147,104.28917121887207,278.101215839386,0.3166661262512207,112.69899797439575,270.52015471458435,0.4556778073310852,197.84031927585602,349.76555597782135,0.6318804025650024,217.09906601905823,396.957306265831,0.47777771949768066,99.23382353782654,277.86249589920044,0.7327538728713989,44.16989263892174,278.94448709487915,0.8229506015777588,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7386_Warrior_Wrong_Resized.Jpeg,0.0,4.0
17,489.24595642089844,166.5738549232483,0.294245183467865,400.825777053833,224.4573073387146,0.7052617073059082,320.2940442562103,262.0768988132477,0.33316874504089355,325.1247935295105,267.3042756319046,0.4567694664001465,395.1211016178131,361.4977550506592,0.9581164121627808,467.14067953824997,343.2039465904236,0.29147660732269287,215.11179971694946,419.30275470018387,0.9684242010116577,219.12139946222305,367.0064625740051,0.948554515838623,221.9258794784546,320.6601459980011,0.7578831315040588,230.19593787193298,244.87166452407837,0.680234432220459,230.08357644081116,184.11449003219604,0.789031982421875,231.99258708953857,133.02407491207123,0.5680111050605774,205.91852521896362,274.5248942375183,0.9778401851654053,149.41714358329773,270.1032660007477,0.9581990838050842,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7211_Warrior_Wrong_Resized.Jpeg,0.0,4.0
18,144.9503378868103,452.23503048717976,0.7803717255592346,149.66996836662292,152.37228846549988,0.9028304815292358,280.7528033256531,275.54329711198807,0.25401318073272705,260.88073951005936,229.5286693572998,0.2616875171661377,380.082515232265,164.60180175304413,0.6608264446258545,145.04519748687744,83.91705492138863,0.5545519590377808,145.16785764694214,451.8858117610216,0.3379059433937073,167.9092617034912,219.93547096848488,0.11007463932037354,148.51749420166016,304.24677991867065,0.672149121761322,141.43734312057495,254.2880618572235,0.4636338949203491,163.75567829608917,217.79099297523499,0.1320730447769165,146.74263668060303,451.6110747754574,0.18477770686149597,117.94904685020447,273.3098421096802,0.8914666175842285,52.41252559423447,276.23837327957153,0.9475665092468262,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7367_Warrior_Wrong_Resized.Jpeg,0.0,4.0
19,486.9590196609497,350.6715922355652,0.36875468492507935,401.0408411026001,209.77858352661133,0.5781149864196777,324.7361398935318,276.5109256505966,0.33602139353752136,338.81019246578217,274.8428773880005,0.46056124567985535,403.5103071331978,322.0991221666336,0.8402624130249023,486.26925444602966,348.34526693820953,0.5762711763381958,215.0290732383728,398.84147787094116,0.9103270769119263,216.7905192375183,347.75968912243843,0.902937650680542,218.90976583957672,292.6813709139824,0.7232697010040283,228.56979817152023,223.19617557525635,0.7404719591140747,226.4274536371231,162.78062283992767,0.6481954455375671,215.94238138198853,399.36680269241333,0.6885116100311279,206.26276803016663,254.59827089309692,0.9625360369682312,147.0916569828987,256.70662212371826,0.9747260212898254,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/Img_7228_Warrior_Wrong_Resized.Jpeg,0.0,4.0
20,160.06626653671265,353.132874250412,0.9789717197418213,179.97893441468477,288.5408797264099,0.9808938503265381,239.11406326293945,271.2122802734375,0.9124841690063477,267.25148570537567,265.4930603504181,0.9107551574707031,317.3720108270645,319.29937291145325,0.9275142550468445,375.60641384124756,363.59381371736526,0.943606436252594,114.27263569831848,183.24389719963074,0.9733098745346069,156.59678554534912,188.83327412605286,0.9903528690338135,207.7115294933319,190.79951429367065,0.9390604496002197,252.58930552005768,176.95301699638367,0.990251898765564,297.78480410575867,177.40801548957825,0.9749035239219666,346.44475173950195,176.72028183937073,0.9836884140968323,222.97700762748718,174.6881983280182,0.9897967576980591,204.1818124949932,128.69785022735596,0.9818962812423706,_,_,../Pose_Images/Database_Resized/Warriorii_Mixed/I_76_Warrior_Wrong_Resized.Jpeg,0.0,4.0
